property_id,destination,property_type,nr_rooms,facilities
5022,Amsterdam,Hotel,4,"airport shuttle,bbq"
3839,Amsterdam,Hotel,6,"free wifi,pool,breakfast"
1645,Amsterdam,Apartment,2,"free wifi,laundry"
4986,Amsterdam,Apartment,2,"parking,laundry,kitchen"
1443,Amsterdam,Hotel,5,on-site restaurant
4803,Amsterdam,Hotel,13,breakfast
4996,Amsterdam,Apartment,2,"garden,kitchen,laundry,parking,pool,bbq,free wifi,game console"
3672,Amsterdam,Hotel,8,"free wifi,pool,garden"
3847,Amsterdam,Apartment,1,"pool,bbq,laundry,free wifi,garden"
2416,Amsterdam,Hotel,12,"breakfast,airport shuttle,spa,parking,garden,pool,free wifi,on-site restaurant"
3235,Amsterdam,Apartment,5,"pool,free wifi,bbq"
4830,Amsterdam,Apartment,3,free wifi
1404,Amsterdam,Apartment,2,laundry
2556,Amsterdam,Apartment,3,"laundry,garden"
4095,Amsterdam,Apartment,3,"kitchen,bbq,parking,pool"
4739,Amsterdam,Hotel,9,"on-site restaurant,free wifi"
3526,Amsterdam,Hotel,8,on-site restaurant
1610,Amsterdam,Hotel,9,garden
4665,Amsterdam,Apartment,2,"kitchen,parking,free wifi"
4907,Amsterdam,Apartment,NA,"laundry,parking"
3390,Amsterdam,Apartment,3,"pool,garden,bbq,free wifi,kitchen"
1924,Amsterdam,Apartment,2,"bbq,kitchen,laundry,parking,pool"
2230,Amsterdam,Hotel,5,"on-site restaurant,airport shuttle"
1500,Amsterdam,Apartment,2,"parking,free wifi,kitchen,bbq,pool,laundry,game console,breakfast"
1727,Amsterdam,Apartment,1,"laundry,garden,pool,free wifi,bbq,game console,parking"
4613,Amsterdam,Apartment,6,"free wifi,parking,breakfast,laundry,garden,pool,game console"
1450,Amsterdam,Hotel,8,"free wifi,garden,on-site restaurant,pool"
3457,Amsterdam,Apartment,6,"free wifi,laundry,kitchen"
4227,Amsterdam,Hotel,NA,breakfast
2163,Amsterdam,Apartment,7,parking
4657,Amsterdam,Apartment,5,"kitchen,bbq,free wifi,laundry,game console"
4307,Amsterdam,Apartment,5,pool
1697,Amsterdam,Apartment,2,"laundry,kitchen,pool"
1244,Amsterdam,Hotel,4,"free wifi,parking,pool,airport shuttle,on-site restaurant,spa"
4492,Amsterdam,Hotel,12,"breakfast,free wifi,parking,on-site restaurant,airport shuttle,bbq"
1132,Amsterdam,Apartment,2,"free wifi,bbq,laundry,parking"
2301,Amsterdam,Apartment,2,"kitchen,parking,pool,laundry,garden"
4507,Amsterdam,Hotel,8,"breakfast,pool,on-site restaurant,parking"
2857,Amsterdam,Hotel,5,"free wifi,spa"
1778,Amsterdam,Apartment,3,"free wifi,pool,parking,bbq"
1512,Amsterdam,Apartment,2,"bbq,free wifi,kitchen,garden,laundry,parking"
2562,Amsterdam,Hotel,4,breakfast
2094,Amsterdam,Apartment,2,"kitchen,laundry"
4822,Amsterdam,Apartment,1,"garden,free wifi"
1601,Amsterdam,Hotel,11,"bbq,free wifi,on-site restaurant,airport shuttle,breakfast"
1424,Amsterdam,Apartment,2,"parking,laundry,pool,game console,kitchen,bbq,free wifi"
1358,Amsterdam,Apartment,3,"parking,kitchen,free wifi"
4038,Amsterdam,Apartment,5,"parking,free wifi,laundry,pool,kitchen"
3649,Amsterdam,Apartment,4,"pool,laundry,garden,kitchen"
4571,Amsterdam,Apartment,2,"pool,free wifi,kitchen,laundry"
1715,Amsterdam,Apartment,1,"garden,free wifi,kitchen,laundry,breakfast,parking,bbq,game console"
3475,Amsterdam,Hotel,3,parking
3995,Amsterdam,Hotel,6,free wifi
3923,Amsterdam,Apartment,3,"pool,free wifi"
2658,Amsterdam,Apartment,3,"free wifi,pool,laundry"
4850,Amsterdam,Apartment,3,"laundry,pool,free wifi"
4378,Amsterdam,Apartment,3,"laundry,bbq"
1344,Amsterdam,Hotel,1,"airport shuttle,parking"
3926,Amsterdam,Apartment,1,free wifi
3044,Amsterdam,Hotel,4,"breakfast,free wifi,parking,airport shuttle,on-site restaurant,garden,bbq"
4944,Amsterdam,Apartment,3,"parking,free wifi,game console,bbq"
1291,Amsterdam,Apartment,4,"free wifi,game console,parking"
3182,Amsterdam,Apartment,1,"free wifi,game console,kitchen,bbq"
2488,Amsterdam,Hotel,NA,spa
3710,Amsterdam,Hotel,8,"pool,breakfast,bbq"
2334,Amsterdam,Hotel,5,"spa,free wifi,airport shuttle"
4354,Amsterdam,Hotel,12,"garden,free wifi,on-site restaurant,spa"
4044,Amsterdam,Hotel,3,"free wifi,breakfast,spa"
1513,Amsterdam,Apartment,3,"laundry,pool,kitchen,free wifi,parking"
4969,Amsterdam,Hotel,5,"free wifi,breakfast,airport shuttle,pool,on-site restaurant,parking,bbq,garden,spa"
2166,Amsterdam,Hotel,10,free wifi
4239,Amsterdam,Apartment,2,"kitchen,garden"
3858,Amsterdam,Apartment,2,"kitchen,free wifi,laundry"
4173,Amsterdam,Apartment,1,"laundry,free wifi"
1895,Amsterdam,Hotel,5,"on-site restaurant,free wifi,pool"
2880,Amsterdam,Apartment,3,"kitchen,laundry,breakfast,pool,parking,game console"
1274,Amsterdam,Apartment,3,"game console,parking,pool,kitchen"
3168,Amsterdam,Apartment,6,"pool,free wifi,bbq,laundry"
4914,Amsterdam,Hotel,4,"on-site restaurant,free wifi,garden"
5001,Amsterdam,Hotel,8,"on-site restaurant,airport shuttle"
1193,Amsterdam,Hotel,9,"airport shuttle,free wifi,garden,pool,breakfast"
4089,Amsterdam,Hotel,NA,free wifi
3975,Amsterdam,Hotel,NA,bbq
1094,Amsterdam,Hotel,5,"breakfast,garden,airport shuttle,spa,pool,on-site restaurant"
1663,Amsterdam,Hotel,8,"on-site restaurant,breakfast,airport shuttle,free wifi"
1734,Amsterdam,Apartment,1,"kitchen,pool,laundry,parking,garden"
4794,Amsterdam,Hotel,4,"bbq,breakfast,airport shuttle,parking,spa,free wifi"
2055,Amsterdam,Apartment,2,"parking,garden,laundry,kitchen,pool,bbq"
1226,Amsterdam,Apartment,1,"laundry,parking,garden,kitchen"
1474,Amsterdam,Apartment,NA,pool
3792,Amsterdam,Apartment,4,"laundry,breakfast,bbq"
2643,Amsterdam,Apartment,2,"kitchen,laundry,parking,game console"
4468,Amsterdam,Hotel,13,"airport shuttle,on-site restaurant,breakfast,pool,free wifi,spa,garden,bbq"
1976,Amsterdam,Hotel,3,"pool,bbq"
1784,Amsterdam,Hotel,6,"breakfast,garden,pool,bbq,airport shuttle"
2979,Amsterdam,Apartment,NA,"kitchen,bbq,free wifi,parking"
5038,Amsterdam,Hotel,4,breakfast
3037,Amsterdam,Hotel,10,"bbq,on-site restaurant,spa,pool,garden,free wifi"
2204,Amsterdam,Hotel,4,"pool,garden,airport shuttle,breakfast"
1234,Amsterdam,Apartment,6,"laundry,free wifi,bbq,kitchen"
4371,Amsterdam,Apartment,6,"game console,kitchen"
4081,Amsterdam,Hotel,NA,"airport shuttle,free wifi"
4349,Amsterdam,Hotel,8,"free wifi,spa,bbq,on-site restaurant,pool"
1775,Amsterdam,Hotel,14,"airport shuttle,garden"
2608,Amsterdam,Hotel,5,"bbq,parking,free wifi"
5049,Amsterdam,Hotel,4,"pool,bbq,breakfast"
1524,Amsterdam,Hotel,8,"free wifi,spa"
2647,Amsterdam,Apartment,3,"free wifi,pool,bbq,kitchen,parking"
1048,Amsterdam,Hotel,9,"airport shuttle,pool"
4706,Amsterdam,Apartment,6,"kitchen,laundry,bbq,parking,pool,garden"
3392,Amsterdam,Apartment,NA,"laundry,kitchen,bbq,parking,free wifi,game console,pool"
1260,Amsterdam,Hotel,7,"breakfast,on-site restaurant,pool,garden,free wifi"
1928,Amsterdam,Apartment,2,pool
1934,Amsterdam,Hotel,15,pool
2282,Amsterdam,Apartment,2,"game console,kitchen,garden,bbq"
3708,Amsterdam,Apartment,2,"laundry,kitchen,free wifi,game console,pool"
2671,Amsterdam,Hotel,17,"free wifi,garden"
1866,Amsterdam,Hotel,2,on-site restaurant
2179,Amsterdam,Apartment,5,"pool,parking,free wifi"
4175,Amsterdam,Hotel,6,free wifi
4265,Amsterdam,Apartment,1,"free wifi,kitchen,pool,laundry,garden"
5075,Amsterdam,Hotel,4,free wifi
3968,Amsterdam,Apartment,5,"parking,laundry,pool,free wifi"
4963,Amsterdam,Apartment,2,"kitchen,laundry"
2287,Amsterdam,Apartment,2,"parking,kitchen,bbq"
1559,Amsterdam,Apartment,4,"parking,kitchen"
2778,Amsterdam,Apartment,3,kitchen
1162,Amsterdam,Hotel,5,breakfast
3486,Amsterdam,Apartment,1,"bbq,free wifi,laundry"
3971,Amsterdam,Hotel,2,"free wifi,airport shuttle,on-site restaurant"
1904,Amsterdam,Hotel,7,"free wifi,airport shuttle,pool,garden,on-site restaurant,breakfast"
1668,Amsterdam,Hotel,3,"pool,breakfast,free wifi,spa"
4570,Amsterdam,Hotel,12,"free wifi,garden,breakfast,airport shuttle,pool"
1724,Amsterdam,Apartment,4,pool
4341,Amsterdam,Apartment,4,free wifi
5104,Amsterdam,Hotel,8,"breakfast,bbq"
4886,Amsterdam,Hotel,13,free wifi
4648,Amsterdam,Apartment,2,"kitchen,parking,breakfast,free wifi,bbq,laundry,garden,game console,pool"
2454,Amsterdam,Hotel,12,"on-site restaurant,airport shuttle,bbq,spa,free wifi,breakfast,pool"
3628,Amsterdam,Apartment,2,"kitchen,pool,breakfast"
1631,Amsterdam,Hotel,3,"pool,garden,free wifi,airport shuttle,breakfast,bbq,on-site restaurant"
3349,Amsterdam,Hotel,9,bbq
4052,Amsterdam,Apartment,1,"free wifi,kitchen,parking,pool,garden"
3172,Amsterdam,Apartment,3,"pool,free wifi,laundry,breakfast,parking"
2936,Amsterdam,Hotel,3,"breakfast,pool,free wifi"
3779,Amsterdam,Apartment,2,"kitchen,free wifi,parking"
4145,Amsterdam,Apartment,3,"parking,laundry"
1239,Amsterdam,Hotel,10,"breakfast,bbq,garden"
3860,Amsterdam,Hotel,11,"airport shuttle,breakfast,free wifi"
3547,Amsterdam,Apartment,3,"kitchen,free wifi,pool"
2433,Amsterdam,Hotel,8,"free wifi,breakfast"
4548,Amsterdam,Apartment,5,"garden,kitchen"
4604,Amsterdam,Apartment,1,"kitchen,pool"
1169,Amsterdam,Hotel,7,"free wifi,breakfast"
2095,Amsterdam,Apartment,3,parking
1905,Amsterdam,Apartment,1,bbq
1020,Amsterdam,Hotel,7,pool
1749,Amsterdam,Hotel,17,"on-site restaurant,airport shuttle,bbq,pool,free wifi,breakfast,spa,parking"
5039,Amsterdam,Apartment,2,free wifi
4402,Amsterdam,Hotel,5,"airport shuttle,breakfast,on-site restaurant"
2131,Amsterdam,Apartment,NA,"bbq,free wifi,kitchen,pool"
3234,Amsterdam,Hotel,6,"free wifi,garden,bbq,breakfast,on-site restaurant"
2277,Amsterdam,Apartment,1,"parking,pool,bbq,garden"
2854,Amsterdam,Apartment,5,"laundry,garden"
1791,Amsterdam,Apartment,5,parking
1439,Amsterdam,Apartment,1,"laundry,kitchen,pool,garden,bbq"
3177,Amsterdam,Hotel,10,"on-site restaurant,free wifi,garden,bbq,breakfast,airport shuttle,pool,spa"
4769,Amsterdam,Apartment,2,kitchen
1973,Amsterdam,Apartment,3,"game console,parking,kitchen,free wifi"
1803,Amsterdam,Apartment,6,"free wifi,parking"
3292,Amsterdam,Apartment,3,"free wifi,parking"
1680,Amsterdam,Hotel,6,"on-site restaurant,garden,airport shuttle,free wifi"
4927,Amsterdam,Hotel,NA,breakfast
4819,Amsterdam,Apartment,5,"parking,pool,garden,free wifi,bbq,game console"
1879,Amsterdam,Apartment,NA,laundry
3658,Amsterdam,Hotel,7,"bbq,airport shuttle"
2227,Amsterdam,Hotel,7,"free wifi,breakfast,airport shuttle"
2047,Amsterdam,Hotel,5,on-site restaurant
4766,Amsterdam,Apartment,2,"free wifi,pool"
4345,Amsterdam,Hotel,8,"airport shuttle,pool,bbq,garden,breakfast,on-site restaurant,free wifi"
4930,Amsterdam,Hotel,6,airport shuttle
5139,Amsterdam,Apartment,3,"parking,bbq,free wifi,laundry"
1495,Amsterdam,Hotel,NA,"pool,free wifi,garden,breakfast,spa,on-site restaurant,airport shuttle"
3771,Amsterdam,Apartment,6,"kitchen,free wifi,game console,garden,bbq"
5064,Amsterdam,Hotel,4,"breakfast,pool,on-site restaurant,garden,free wifi"
3309,Amsterdam,Apartment,4,"laundry,free wifi,parking"
4120,Amsterdam,Hotel,5,breakfast
1327,Amsterdam,Apartment,5,"kitchen,laundry,pool"
4308,Amsterdam,Apartment,6,"parking,kitchen,free wifi,pool,breakfast"
4274,Amsterdam,Hotel,5,"pool,free wifi,breakfast"
1591,Amsterdam,Hotel,4,"garden,free wifi,pool,bbq"
3263,Amsterdam,Apartment,8,"laundry,free wifi,kitchen,game console,bbq"
3334,Amsterdam,Apartment,2,"kitchen,laundry,free wifi"
2813,Amsterdam,Apartment,1,"laundry,parking,kitchen,bbq"
5047,Amsterdam,Apartment,4,"pool,laundry"
1933,Amsterdam,Hotel,14,"pool,garden,free wifi,airport shuttle,breakfast,on-site restaurant,bbq"
4759,Amsterdam,Apartment,NA,free wifi
3731,Amsterdam,Hotel,13,"pool,on-site restaurant"
1733,Amsterdam,Hotel,NA,"on-site restaurant,bbq,parking,airport shuttle,free wifi"
4998,Amsterdam,Apartment,2,"parking,breakfast,bbq,kitchen,laundry,garden,pool,free wifi,game console"
1086,Amsterdam,Apartment,3,"parking,laundry"
2054,Amsterdam,Hotel,6,"pool,breakfast,free wifi"
4441,Amsterdam,Apartment,1,"laundry,pool,parking"
4712,Amsterdam,Apartment,2,parking
2989,Amsterdam,Hotel,4,"garden,on-site restaurant,pool,breakfast"
4078,Amsterdam,Apartment,3,"laundry,free wifi,kitchen,pool,game console"
2372,Amsterdam,Apartment,1,kitchen
4509,Amsterdam,Apartment,4,"garden,laundry,kitchen,free wifi,breakfast,bbq"
1692,Amsterdam,Apartment,4,"free wifi,bbq,game console,parking,laundry"
3070,Amsterdam,Hotel,9,"breakfast,airport shuttle,free wifi,on-site restaurant,spa,garden"
1387,Amsterdam,Hotel,8,"breakfast,airport shuttle,pool"
2294,Amsterdam,Apartment,1,"pool,laundry"
3911,Amsterdam,Apartment,2,"pool,parking,kitchen,laundry,bbq,free wifi"
5010,Amsterdam,Apartment,2,"laundry,kitchen,pool,garden,parking,free wifi"
2669,Amsterdam,Hotel,6,breakfast
2629,Amsterdam,Apartment,NA,kitchen
5035,Amsterdam,Hotel,10,"free wifi,breakfast"
2345,Amsterdam,Apartment,9,"kitchen,pool,free wifi,bbq,parking,garden,laundry"
4918,Amsterdam,Apartment,3,"laundry,kitchen"
5126,Amsterdam,Hotel,6,"on-site restaurant,garden"
2015,Amsterdam,Apartment,3,"kitchen,free wifi,parking,pool,laundry,bbq"
3436,Amsterdam,Apartment,6,"laundry,parking,pool,kitchen,free wifi,game console"
2655,Amsterdam,Apartment,2,"kitchen,laundry,bbq"
2990,Amsterdam,Hotel,14,"spa,on-site restaurant,free wifi"
3638,Amsterdam,Apartment,2,"pool,laundry,free wifi,bbq,parking,kitchen,garden,game console,breakfast"
5097,Amsterdam,Apartment,5,"bbq,game console"
4620,Amsterdam,Apartment,3,"parking,free wifi"
2218,Amsterdam,Apartment,5,"free wifi,kitchen,breakfast"
3190,Amsterdam,Apartment,2,"kitchen,pool,free wifi,garden"
3520,Amsterdam,Apartment,3,"kitchen,free wifi"
2533,Amsterdam,Hotel,2,"airport shuttle,bbq"
3542,Amsterdam,Hotel,2,"garden,breakfast"
2203,Amsterdam,Apartment,3,"free wifi,breakfast,bbq,kitchen,game console"
2494,Amsterdam,Hotel,NA,"free wifi,pool,on-site restaurant,airport shuttle,breakfast"
3458,Amsterdam,Apartment,5,"laundry,garden,breakfast,pool"
3693,Amsterdam,Hotel,14,pool
4960,Amsterdam,Apartment,3,"bbq,free wifi,game console"
3680,Amsterdam,Apartment,3,"kitchen,parking,laundry"
3735,Amsterdam,Hotel,10,"free wifi,airport shuttle,breakfast,on-site restaurant,spa"
2832,Amsterdam,Hotel,7,"free wifi,garden,airport shuttle,bbq"
3007,Amsterdam,Apartment,3,"laundry,free wifi"
3111,Amsterdam,Hotel,NA,"airport shuttle,free wifi"
2482,Amsterdam,Apartment,8,"kitchen,free wifi,garden,pool"
1201,Amsterdam,Apartment,3,"laundry,free wifi,bbq,parking,garden,kitchen,pool"
1604,Amsterdam,Hotel,3,breakfast
3810,Amsterdam,Hotel,5,"parking,airport shuttle,garden,spa,on-site restaurant,breakfast,pool"
3046,Amsterdam,Hotel,1,pool
1410,Amsterdam,Hotel,2,"bbq,parking"
4987,Amsterdam,Apartment,4,"free wifi,bbq,garden,pool"
3856,Amsterdam,Hotel,10,breakfast
4077,Amsterdam,Apartment,5,"parking,free wifi,kitchen"
3773,Amsterdam,Apartment,3,"kitchen,bbq,parking"
4458,Amsterdam,Apartment,3,breakfast
1698,Amsterdam,Apartment,7,"laundry,game console,kitchen,bbq,parking,free wifi,pool,garden"
4151,Amsterdam,Hotel,5,"bbq,on-site restaurant,pool,breakfast,free wifi,spa,garden,airport shuttle"
2272,Amsterdam,Apartment,3,"game console,free wifi,breakfast"
4487,Amsterdam,Hotel,5,airport shuttle
2670,Amsterdam,Hotel,3,"spa,free wifi,bbq,pool,airport shuttle,breakfast,garden,on-site restaurant"
4346,Amsterdam,Apartment,4,"free wifi,garden,laundry,bbq,kitchen"
3031,Amsterdam,Hotel,6,"on-site restaurant,breakfast,pool,bbq,airport shuttle"
2919,Amsterdam,Apartment,4,"parking,kitchen"
2815,Amsterdam,Hotel,13,"bbq,airport shuttle,pool,breakfast,on-site restaurant,free wifi,garden"
4136,Amsterdam,Apartment,1,"bbq,free wifi,kitchen,pool"
2981,Amsterdam,Apartment,1,"laundry,kitchen,parking,free wifi,game console,pool,breakfast"
1913,Amsterdam,Apartment,3,"laundry,bbq"
5073,Amsterdam,Apartment,1,"kitchen,game console,pool,garden,free wifi,parking"
4033,Amsterdam,Hotel,12,"breakfast,on-site restaurant"
3493,Amsterdam,Apartment,5,"free wifi,game console,kitchen,garden,laundry"
2577,Amsterdam,Hotel,6,"airport shuttle,breakfast,pool,free wifi,spa,bbq,garden"
4534,Amsterdam,Apartment,3,"free wifi,game console,pool"
3953,Amsterdam,Hotel,4,"airport shuttle,parking,pool"
3668,Amsterdam,Apartment,2,"bbq,laundry,parking,free wifi"
2326,Amsterdam,Apartment,1,"free wifi,kitchen,bbq,parking,pool,game console,garden,laundry"
4466,Amsterdam,Apartment,1,pool
4801,Amsterdam,Apartment,2,"kitchen,parking,pool,bbq,free wifi,breakfast"
2319,Amsterdam,Hotel,5,"pool,free wifi,spa,on-site restaurant,parking,breakfast"
4537,Amsterdam,Hotel,2,"airport shuttle,on-site restaurant"
3145,Amsterdam,Apartment,3,"garden,kitchen,parking,laundry,free wifi,bbq,pool,game console,breakfast"
3278,Amsterdam,Hotel,8,"free wifi,breakfast,pool"
4395,Amsterdam,Hotel,4,airport shuttle
2140,Amsterdam,Apartment,1,"game console,kitchen"
3634,Amsterdam,Hotel,13,"spa,free wifi,garden,bbq,breakfast,airport shuttle,pool"
3248,Amsterdam,Apartment,6,"game console,parking,free wifi,kitchen,garden,laundry"
4189,Amsterdam,Apartment,1,free wifi
4599,Amsterdam,Apartment,3,kitchen
1689,Amsterdam,Apartment,3,"kitchen,game console,laundry,garden,parking"
3650,Amsterdam,Hotel,8,airport shuttle
4728,Amsterdam,Apartment,1,"kitchen,pool,parking,breakfast,free wifi,laundry"
2637,Amsterdam,Hotel,3,"on-site restaurant,breakfast,free wifi,garden"
1826,Amsterdam,Apartment,3,pool
3508,Amsterdam,Hotel,10,"on-site restaurant,pool,bbq,breakfast,free wifi"
3931,Amsterdam,Apartment,3,"parking,bbq,laundry"
1022,Amsterdam,Apartment,4,"kitchen,garden,bbq,pool"
1018,Amsterdam,Apartment,3,"parking,free wifi"
2387,Amsterdam,Hotel,NA,"airport shuttle,breakfast"
4140,Amsterdam,Apartment,2,free wifi
4464,Amsterdam,Apartment,2,"parking,bbq,kitchen,free wifi"
1110,Amsterdam,Apartment,2,"laundry,parking"
5068,Amsterdam,Apartment,1,"kitchen,laundry,free wifi,garden,pool,game console,bbq"
3513,Amsterdam,Hotel,7,"breakfast,airport shuttle,free wifi,bbq,pool"
3559,Amsterdam,Hotel,16,"airport shuttle,breakfast,spa"
2116,Amsterdam,Hotel,13,"airport shuttle,breakfast,on-site restaurant,free wifi"
2296,Amsterdam,Hotel,8,breakfast
2538,Amsterdam,Apartment,5,"pool,free wifi,kitchen,bbq,parking,laundry,game console"
1398,Amsterdam,Hotel,14,"on-site restaurant,bbq,spa,free wifi,pool,garden,parking"
4107,Amsterdam,Hotel,6,"on-site restaurant,pool,garden,spa,parking"
4888,Amsterdam,Apartment,4,parking
4941,Amsterdam,Apartment,9,free wifi
4994,Amsterdam,Hotel,NA,"free wifi,breakfast,garden,airport shuttle"
4384,Amsterdam,Hotel,6,"on-site restaurant,pool,airport shuttle,free wifi,breakfast"
2008,Amsterdam,Hotel,3,"airport shuttle,garden,on-site restaurant"
4708,Amsterdam,Apartment,4,"free wifi,garden,laundry,bbq,pool,parking"
2032,Amsterdam,Hotel,2,"airport shuttle,breakfast,garden,free wifi,pool"
1054,Amsterdam,Hotel,1,"free wifi,breakfast,airport shuttle,bbq,garden"
2501,Amsterdam,Apartment,1,"bbq,pool,parking,laundry,free wifi,breakfast,kitchen"
1414,Amsterdam,Hotel,1,"bbq,garden,pool,on-site restaurant"
1735,Amsterdam,Hotel,7,"breakfast,parking,bbq,on-site restaurant"
1320,Amsterdam,Apartment,4,"pool,free wifi,parking,laundry"
3706,Amsterdam,Hotel,5,"garden,on-site restaurant"
4030,Amsterdam,Apartment,5,"bbq,free wifi"
2407,Amsterdam,Hotel,5,"on-site restaurant,free wifi,garden,breakfast,pool,bbq"
4342,Amsterdam,Hotel,9,"bbq,garden"
4738,Amsterdam,Hotel,3,"breakfast,garden"
2486,Amsterdam,Hotel,3,"airport shuttle,free wifi,bbq,breakfast,on-site restaurant,garden,parking,pool"
4201,Amsterdam,Apartment,3,"kitchen,pool,parking"
3227,Amsterdam,Hotel,6,"airport shuttle,on-site restaurant,spa,pool,garden,breakfast"
4919,Amsterdam,Apartment,2,"laundry,free wifi,parking,kitchen,pool"
5005,Amsterdam,Apartment,1,pool
2025,Amsterdam,Hotel,4,"on-site restaurant,bbq,garden,free wifi,airport shuttle,breakfast,pool,spa,parking"
1678,Amsterdam,Apartment,9,parking
2613,Amsterdam,Apartment,NA,"free wifi,breakfast"
3214,Amsterdam,Apartment,3,"free wifi,bbq,pool,kitchen,parking,garden,laundry,game console,breakfast"
4057,Amsterdam,Hotel,13,airport shuttle
4495,Amsterdam,Hotel,6,"airport shuttle,spa,on-site restaurant"
4017,Amsterdam,Apartment,NA,"game console,parking"
3094,Amsterdam,Apartment,2,"parking,laundry,free wifi,bbq,kitchen,pool,garden,game console,breakfast"
2281,Amsterdam,Hotel,9,"bbq,airport shuttle,free wifi,garden"
3692,Amsterdam,Apartment,3,free wifi
1590,Amsterdam,Hotel,6,"free wifi,pool,bbq,airport shuttle,parking,spa,breakfast,garden,on-site restaurant"
3222,Amsterdam,Apartment,3,"kitchen,pool,bbq"
2236,Amsterdam,Apartment,4,"pool,free wifi,laundry,parking,garden"
3197,Amsterdam,Apartment,3,"game console,free wifi,laundry,kitchen"
3798,Amsterdam,Hotel,3,"garden,breakfast,on-site restaurant,free wifi,pool,bbq,airport shuttle,spa"
2440,Amsterdam,Apartment,1,free wifi
4991,Amsterdam,Apartment,1,free wifi
1632,Amsterdam,Apartment,2,"free wifi,game console,kitchen,laundry"
4689,Amsterdam,Apartment,4,"garden,kitchen,pool,free wifi,breakfast,parking"
4698,Amsterdam,Apartment,5,free wifi
1980,Amsterdam,Apartment,1,"kitchen,pool,laundry,free wifi,parking"
2565,Amsterdam,Apartment,2,"kitchen,game console,parking,free wifi"
4474,Amsterdam,Hotel,3,airport shuttle
3529,Amsterdam,Apartment,1,"garden,free wifi,kitchen"
4876,Amsterdam,Hotel,NA,"on-site restaurant,free wifi,breakfast,airport shuttle,bbq"
3788,Amsterdam,Apartment,3,"free wifi,bbq,kitchen,laundry"
1339,Amsterdam,Apartment,3,"kitchen,laundry,garden,bbq"
2076,Amsterdam,Apartment,2,"kitchen,laundry,free wifi,pool,parking,bbq"
